,phone_no_m,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
4898,0fdba3f575e432331e9f6979c3b9694c7a4b45caeee984f4c3eac94d82eb08d6ea302b4275211811b458795311722c11422df1a736a76dfe427a6fd1adcf6261,1206.0,196.0,6.153061224489796,1204.0,0.9983416252072967,11.0,185.0,20.0,28.0,75.0,31.0,290,98.47609822785992,0.2790088653564453,7.62939453125e-05,18902.033185005188,696632.2861260255,111179.51489925385,8,13897.43936240673,127.46625,84.18716964285717,146.91,119.89,125.11,1019.73,1.5147169961463254,3.243978453281887,125.11,0
4899,5a5ab64f211f897a76c063a0eb865f03d65bcdac1e92f45be1ada5a2d27d65bd435d6c9d02ac93068f1f150189c58d2b19d3576353a9da424ff10ab8e9bee4c3,1563.0,287.0,5.445993031358885,1539.0,0.9846449136276392,11.0,158.0,22.0,11.0,90.0,31.0,302,25.29362555284776,0.1819152832031249,7.62939453125e-05,6059.113541603088,34294.33352048354,36776.93155384064,8,4597.11644423008,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0
5434,19ee1444b6b21e551c13494a714591aef718a9f4a991f7e9106f6f2c44b6013fb2290cca1ae0987cc709c282a502f4a8b542039a6a5c604eeae88f5849e58399,1211.0,134.0,9.037313432835822,1206.0,0.9958711808422792,13.0,165.0,21.0,7.0,220.0,31.0,325,58.768352970785024,0.3616509437561035,7.43865966796875e-05,11342.528673171995,183477.0953326948,92148.77745819092,8,11518.597182273865,4.1625,15.590964285714282,10.11,1.4,1.51,33.3,0.9791272674688508,1.396019532712306,1.51,0
5433,dc2d818d65b0b5294fc001481e3bc4e34b8ef7d70ec73566cf40c47e89433b88ebef72fcfd493dbac949397028d62c21ec0f92ec98653c5717ea9af310d347a2,684.0,57.0,12.0,681.0,0.9956140350877192,16.0,99.0,18.0,13.0,66.0,31.0,42,1.905161701142788,0.0197844505310057,6.4849853515625e-05,87.91246795654297,112.75148222565169,243.86069774627688,8,30.482587218284607,15.291250000000002,127.92949821428572,41.89,9.0,10.415,122.33,2.3660743082748006,3.998898257868748,10.415,0
4902,d97824c3c78f0c580cefa411cb5409591fc4868656b91fc2d7def0d1d36a69bc5d10ccd6dbbffa4a4c67349eab7a200b0a11fdbeb7cde16b112be626355f56af,1171.0,249.0,4.70281124497992,1091.0,0.9316823228010248,13.0,164.0,21.0,8.0,96.0,31.0,91,12.424706935882568,0.1146221160888671,0.0002174377441406,525.4702377319336,3665.878114206591,1739.4589710235596,4,434.8647427558899,31.815000000000005,85.83814285714287,50.03,21.85,32.065,254.52000000000004,0.9738219242760724,3.275632436208748,32.065,0
5432,6644f899ccb8eda930ce7a2d419bdc6eef8a69988cb28a5747311f72dc4af55305731623cd94667780fc2155b655e838a5965280459fd12811b5c4db61248468,2078.0,248.0,8.379032258064516,2044.0,0.983638113570741,11.0,262.0,24.0,8.0,112.0,31.0,126,16.06941386858622,0.0898685455322265,7.43865966796875e-05,1808.053219795227,16008.173978405364,3856.659328460693,3,1285.5531094868977,103.4,53.47957142857144,120.68,98.9,100.88,827.2,2.365370547395868,2.5855263349212727,100.88,0
4903,1c0b4062045ffee2837dd20182eb12d935e47a0f6891fab0fddd7cc7db6ef3e6c7136f5c2ef478415fc1677f4c848e69a8bb6ec5b088f3d54f5ffaa1e54bdedf,594.0,55.0,10.8,593.0,0.9983164983164984,9.0,91.0,19.0,19.0,52.0,31.0,118,7.770928098976268,0.0656566619873046,7.2479248046875e-05,400.69862174987793,1582.5147664224971,2688.7411222457886,7,384.1058746065413,33.585,260.4947428571428,52.91,19.0,28.885,268.68,0.2095589308494957,5.706298525063585,28.885,0
4904,1b7286b1c614f6bb681b61f7a354760e44095ba4efdcf9180aa1e1feeb4a6de82177cc8018a69b55ca99d516a332d6c10c5dba7abd3d995c8a722daaa20244cc,614.0,39.0,15.743589743589745,614.0,1.0,14.0,76.0,19.0,8.0,52.0,31.0,33,2.84584124883016,0.0064468383789062,7.62939453125e-05,123.88794994354248,319.86669898020915,136.60037994384766,8,17.075047492980957,5.89375,0.0164553571428571,6.07,5.75,5.885,47.15,0.156173098359937,0.0453532759881482,5.885,0
5431,0fabdcc91cf86fbc4fd6965e5d8002e83823664f4126cee80dc464490ebc698ae7598b2e1536cfbf446bb92b48992b993ba17c0439688612355db49324cf9134,827.0,44.0,18.795454545454547,822.0,0.9939540507859734,11.0,126.0,19.0,16.0,65.0,31.0,190,41.78786209432016,0.1926727294921875,6.771087646484375e-05,6240.25030708313,95565.9168925514,25950.26236057281,5,5190.052472114563,49.575,0.2249999999999998,50.0,48.9,49.7,396.6,-0.295815180062336,0.1677050983124841,49.7,0
4906,121f6ef6910b230f89d334197b9adbb013e23cee8fba3bd38cca5ec1117b2f7917a862c5ea70ea366777f59e3c5d785d45dea565ea55e695f44603bbfbdbaf68,1831.0,503.0,3.640159045725646,1747.0,0.9541234298197706,14.0,259.0,22.0,13.0,109.0,31.0,293,48.66989992944818,0.1456284523010253,7.62939453125e-05,7927.91136932373,151455.5578877286,46236.40493297577,8,5779.550616621971,7.94375,145.19294107142852,36.33,1.0,3.05,63.55,2.38027270950974,4.260178122324061,3.05,0
5430,6bd71158d7877f8a289928991375220d9107b24c5d446bc84047339b35487b5f6034296947960567b9677c95d7394a157d8a888dd15ff7d13e27904ef8120b84,963.0,47.0,20.48936170212766,948.0,0.9844236760124612,11.0,194.0,18.0,7.0,73.0,31.0,155,14.042440228039126,0.1659989356994628,6.008148193359375e-05,1195.5305261611936,7271.2990527486845,11711.395150184631,8,1463.924393773079,72.2375,0.0341071428571431,72.5,72.0,72.2,577.9,0.5358037721679573,0.0652946617813653,72.2,0
4907,9429ce34df996da88b166329b71cc8409e5720aaf31fc0fa27cd3c3b5d05d91cd9000df07c53746f929d30a8d74751b088655c65a243b2944f86a3df17483a8d,1812.0,313.0,5.789137380191693,1808.0,0.9977924944812362,9.0,275.0,23.0,1.0,93.0,31.0,258,132.9912282390611,0.1978330612182616,5.817413330078125e-05,21008.680152893063,808878.7524237311,155466.7458114624,8,19433.3432264328,217.0625,5.105535714285715,218.1,211.5,217.95,1736.5,-2.770051000844103,0.7988691784552177,217.95,0
5443,28962113c9c0f3d747d78c2559519e1ce8e7107243b96da24084d778749d21ec2284945c70364e3db3fbc7f80298eb414ed7e2f0c00d465f82de629ee626e860,1268.0,44.0,28.818181818181817,1091.0,0.860410094637224,13.0,139.0,24.0,7.0,68.0,31.0,6,0.1739645640055338,0.0248184204101562,9.250640869140624e-05,0.8606634140014648,0.0692954938824273,2.609468460083008,5,0.5218936920166015,16.70375,4.1347982142857145,19.7,15.0,15.665,133.63,0.681563922685193,0.7189226500714205,15.665,0
5444,43a1eac8bd0347428fc73fe4328b626cb058d67c7d6f7501f802c328e60308905ad0085ba6090a013960afa9eb5184e05c35081670321d58cfc6d2cc185f41d0,1639.0,204.0,8.034313725490197,1618.0,0.9871873093349604,11.0,174.0,23.0,8.0,98.0,31.0,196,35.9947427735172,0.1619777679443359,3.814697265625e-05,2978.534381866455,45459.58685607119,42725.75967216492,8,5340.719959020615,169.0,0.0,169.0,169.0,169.0,1352.0,0.0,0.0,169.0,0
4856,8606acfb0e537fad5b4677d4c65de1abb756688537f7621cb992d68b42690d2141aea7aa0ec1396925fccd29ef1b4efa6c28ab3a27382095055bfd5c8a8ae7da,766.0,45.0,17.022222222222222,764.0,0.9973890339425588,21.0,91.0,22.0,9.0,54.0,31.0,16,0.3778084025663488,0.0163660049438476,0.000885009765625,2.2268991470336914,0.6466308182929466,6.42274284362793,1,6.42274284362793,72.42625000000001,57.40896964285714,86.64,63.84,71.87,579.4100000000001,0.9018585389832432,2.678828326966314,71.87,0
5445,7b28979d9aebe9380aed9e4679e3b74b29cf971abf99317f475a3656ebfcab8a9a276b879b9818ff2de47dde9646639881b1a9a2c6f3c9558b16dc967ff930a6,3071.0,967.0,3.1758014477766285,3050.0,0.9931618365353304,10.0,487.0,24.0,11.0,219.0,31.0,455,42.93270576853271,0.2967739105224609,7.2479248046875e-05,4528.479886054994,68815.25997796089,93593.2985754013,8,11699.162321925163,116.135,368.07722857142863,154.0,106.0,106.0,929.08,1.6217058088522185,6.783041616518992,106.0,0
5459,6a0408c22730d6d413206d579cfcc4f7b8492b6d26e329e12f9cab76945781f52a86ece7acd0f18d39dd29aff129b5df4ba905b2ff2ddd78d6fa64b477d41fbf,565.0,44.0,12.840909090909092,561.0,0.9929203539823008,20.0,90.0,23.0,31.0,76.0,31.0,190,51.01600078087119,0.2314491271972656,0.0001487731933593,1875.1261434555047,44977.24384189922,21987.89633655548,4,5496.97408413887,50.2675,782.3228916666667,76.3,10.57,57.1,201.07,-1.3490368921051177,13.985017801800137,57.1,0
4858,c1da2cdab31a4491297c7fef3efe4847ea082f3504fb83e5cf99d8800ad305ac38f24e5edad3bee6ad465568e98410cf87d1aab85400d0919b217a8268c156c1,545.0,41.0,13.292682926829269,541.0,0.9926605504587156,17.0,75.0,18.0,14.0,45.0,31.0,163,83.71454067818232,0.2791233062744141,9.1552734375e-05,14588.33395767212,597860.4808533972,43447.84661197662,8,5430.980826497078,27.6425,3045.9604785714287,150.07,-49.53,19.0,221.14,1.5547438882733244,19.51268971263133,19.0,0
4859,b1948312036bacbb9cde517f5e2c74f618d869da56c39090cf6d9f61f30c8a9b0d93394680aa85985a60e1e32cccf3a87931aaf98782a9a77e002bb2381ced92,888.0,117.0,7.589743589743589,884.0,0.9954954954954957,8.0,205.0,18.0,16.0,63.0,31.0,117,17.184107295104436,0.0578761100769042,0.0001449584960937,2791.664384841919,24678.82184766426,5773.86005115509,8,721.7325063943863,12.005000000000004,168.7736285714286,32.13,1.68,7.435,96.04000000000002,0.9126367178170148,4.593114800593228,7.435,0
4860,96d68b89c2a10d012b4b3572cd467aa4734b111cada8f8af65b273b2b8c9cbceb11f10d6f939c4bbde254781969215853292a1120a90a0ad35a9e0d4c6feeb63,2673.0,481.0,5.557172557172557,2460.0,0.920314253647587,10.0,260.0,23.0,1.0,145.0,31.0,494,52.71797002349146,0.2984580993652344,7.43865966796875e-05,8705.540920257568,133997.04484422912,111393.07065963744,8,13924.13383245468,33.855000000000004,109.9782,51.85,17.92,33.165,270.84000000000003,0.3039366752193378,3.707731786416056,33.165,0
4861,9e6ae697fa92c2c138fc8fad8936460bb7de17d31a47471915634e22de0b7a02db990dff0bfc56a4cae7c4a609ed47517fd255fc3a28a27479f18ae53aa79899,525.0,51.0,10.294117647058824,525.0,1.0,11.0,78.0,17.0,9.0,54.0,31.0,202,71.0900740685401,0.2248473167419434,9.1552734375e-05,6720.233231544495,221650.53940914583,65687.22843933105,8,8210.903554916382,1.025,0.0021428571428571,1.1,1.0,1.0,8.2,1.4401645996462005,0.0163663417676994,1.0,0
5458,fe8bd3b852ec35824aba93e37cb438178ac1af183250621a84c22a4173f4eacfa5a54d3596e0e5fa2dc98c50874f0ecb9c2e35f54fe26be6aed72dbc6379d31b,869.0,289.0,3.0069204152249136,869.0,1.0,10.0,101.0,22.0,14.0,58.0,31.0,278,16.225767061710357,0.1495337486267089,7.43865966796875e-05,1455.87824344635,5945.632094469801,25961.22729873657,8,3245.1534123420715,5.46875,55.47784107142856,21.11,1.0,1.0,43.75,1.6920364389030234,2.6333875776134,1.0,0
4863,74c0f99a6675f20178f85e9966cf70b75d9ae185e34911e3424bd325e4c0fee64e7595a82cdfeed12918a6eb024c80ed3767867bc729270a0e1632f9958bba52,863.0,40.0,21.575,853.0,0.9884125144843569,12.0,134.0,19.0,14.0,65.0,31.0,108,2.142107252680927,0.0359177589416502,7.62939453125e-05,216.7934808731079,185.9378302355712,933.9587621688844,7,133.42268030984062,89.25,541.0714285714286,123.0,73.0,73.0,714.0,0.8782551796038307,8.223984956906753,73.0,0
4864,799c772c2ca2f64f7cb67684b8255b1cd87e61ce85ffdb5e2c9e83bbed7f0190c3f793632df43c71fb5afa08282c9808c66c8ea12adc43b2d2237d03a9a6d522,166.0,17.0,9.764705882352942,166.0,1.0,14.0,38.0,12.0,19.0,59.0,13.0,74,12.44209051767985,0.1231155395507812,0.0004100799560546,688.2189092636107,6415.62433350622,933.1567888259888,1,933.1567888259888,9.43,,9.43,9.43,9.43,9.43,,,9.43,0
5457,ffc523b3b043cd14a72f03a879beb6794b1065f353800e4d6933591a59a605fa906db84d834ff083e96ee54d5cd823a2f9ec613d63c9f8a9c773fa0bc34edf3b,1611.0,406.0,3.967980295566503,1588.0,0.9857231533209186,11.0,202.0,22.0,21.0,80.0,31.0,396,38.82014865457675,0.2880206108093261,7.43865966796875e-05,5082.216450691223,60659.05569301099,54969.33049488068,8,6871.1663118600845,77.17625000000001,30.95482678571431,86.45,72.1,76.03999999999999,617.4100000000001,0.681624488395962,1.967067194636291,76.03999999999999,0
4866,dbd7497c6e01e4b154819ad6731667ff8e0d7483dd77db171693493ee1da26716e9e75bc4358c6f59de31d98be33c10ae39e90da26b820c5282ce76919e9bbef,88.0,10.0,8.8,87.0,0.9886363636363636,15.0,42.0,12.0,13.0,55.0,12.0,179,159.0299704244228,0.3193874359130859,0.001021385192871,15813.892931938171,1477225.5462451754,29102.484587669373,1,29102.484587669373,41.53,,41.53,41.53,41.53,41.53,,,41.53,0
5455,0c4a8e007015c24a025212bca25500203b4777a8ef77400cbf54c6bd3380f45aef6c06875909af576b8d3aa8c38ed6a797bd6a430d623ede506fce194889f491,2024.0,405.0,4.997530864197531,2014.0,0.9950592885375494,9.0,337.0,22.0,4.0,156.0,31.0,254,48.73220726254155,0.1372509002685546,0.0001296997070312,13917.483403205872,333197.18717187893,45515.881583213806,8,5689.485197901726,22.05,0.0057142857142857,22.2,22.0,22.0,176.4,1.3228756555322423,0.0267261241912424,22.0,0
4867,3ce987303cebb271ee9ae7b1c340516aabfd196a84855f1848023fcebb6b0bd106148006316db8dd626a9c2ef68d736fe9a288330e3063ae2caac7b044e863cf,839.0,122.0,6.877049180327869,834.0,0.9940405244338498,16.0,92.0,22.0,27.0,54.0,31.0,162,27.513664342396297,0.1394987106323242,5.7220458984375e-05,2466.289440155029,28292.31557444577,9217.07755470276,3,3072.3591849009194,142.97125,112.09412678571434,150.28,117.07,146.03,1143.77,-2.693415123504584,3.7432293341731406,146.03,0
4868,eee5ffb48c90a2907a2fbc360ca4a76862851cf187c11fbf76eb035d0c1a87b2468e2e83283f473a47551060a2e62b6f271314e36fb038a989a9eccbbd38612d,2793.0,332.0,8.412650602409638,2780.0,0.995345506623702,17.0,461.0,23.0,9.0,143.0,31.0,426,114.09077170489827,0.2829504013061523,5.817413330078125e-05,25278.037764549248,1027991.8659830056,244724.70530700684,8,30590.58816337585,113.6125,95.56982142857152,137.8,110.0,110.1,908.9,2.825268812762395,3.456331534817145,110.1,0
4869,43b9648be7166c47ffaf94e29351e212613b7f95aaedb5405c692030a8da44b430f997227012a7cfac7a28fcb996d075cbd9e24feca3206d9cb9fa07c6c5d7fe,1171.0,88.0,13.306818181818182,1162.0,0.9923142613151152,12.0,155.0,19.0,15.0,62.0,31.0,94,1.170602372917996,0.0334286689758299,7.43865966796875e-05,89.47733783721924,30.086803330435163,587.642391204834,8,73.45529890060425,41.2425,1719.4588785714288,116.99,19.0,19.0,329.94,1.4980791922266357,14.660571606231068,19.0,0
5454,77f1050bc720e5b6825d6bbf60ccd8f5f90ee89082e640bcead42910935fcd0eb244ed06ebf7ad147f000a89e1fea76a999dd426cc0873b50e626031322a0a01,5289.0,1044.0,5.066091954022989,5205.0,0.9841179807146908,10.0,672.0,24.0,2.0,313.0,31.0,337,26.45679154992104,0.2584919929504394,7.62939453125e-05,3237.9754028320312,32186.32313360098,33018.07585430145,7,4716.867979185922,503.78375000000005,5605.313998214285,689.02,474.66,477.7000000000001,4030.27,2.825115756069083,26.470063274891988,477.7000000000001,0
5453,7be27d3eb85f4fdfc6c2885a6ca3d3a0ea6afa278c49071c0e0e311b9cbbd6348013d816ab74813d12732f14c718ffdfd06850ef47c82bf6258eba0982094421,2861.0,487.0,5.874743326488707,2844.0,0.9940580216707444,10.0,334.0,24.0,1.0,175.0,31.0,305,15.295583150953142,0.1199698448181152,7.43865966796875e-05,6687.63840675354,35839.56883589343,20863.175417900085,8,2607.8969272375107,65.6425,117.81962142857148,89.48,59.98,60.14,525.14,1.973908819130304,3.837636340062908,60.14,0
5452,bcce3e963668bc6710b5f4fd97786bfc3fd183720e9eda3bd1356cab758ffab47f20d396877cfe76f680bd9366f7c96bc8620ef92594fd90c032c24d26a963e7,957.0,171.0,5.596491228070176,951.0,0.9937304075235108,11.0,175.0,20.0,14.0,62.0,31.0,78,3.1168766396535017,0.0528631210327148,7.43865966796875e-05,325.79832935333246,509.8659099785923,713.7647504806519,8,89.22059381008148,28.99,96.60094285714284,50.63,23.0,23.1,231.92,1.849576276249678,3.4749270290385743,23.1,0
4873,599dd221c63779e4a0751dc7e4ba3b80d325279c2f6ded2a12934b69fbaaa75f359ee95f825f561f692821ae1509d793531badcb8f355321a475d5c7a472152f,1279.0,153.0,8.359477124183007,1277.0,0.9984362783424552,12.0,155.0,23.0,4.0,62.0,31.0,283,85.31874780378052,0.2238302230834961,7.62939453125e-05,22063.61740207672,601812.1012640913,138131.05269432068,8,17266.381586790085,131.91125,904.5486696428568,190.68,102.9,123.61,1055.29,1.1299429836274333,10.633371229546963,123.61,0
5450,38a988568908a51033410e759f854763c54c05f02a9e0089ce8547e659691e06af2fbcb3d1404d08fca60e85d865e89131624b81f22a8ac9f40a4c2f92df00aa,2115.0,277.0,7.635379061371841,2102.0,0.9938534278959812,15.0,170.0,24.0,2.0,121.0,31.0,247,47.847955783619135,0.1724014282226562,7.62939453125e-05,6271.624105453491,109505.58030345153,46268.973242759705,7,6609.853320394243,132.60750000000002,14.703249999999969,138.23,126.29,133.35500000000002,1060.86,-0.2426795385599147,1.355694010461061,133.35500000000002,0
4874,364562c279886e3d0affed610364da26677d498889f9dacba32cdd6850cb95041138db82a210c6ecc19de8061253ae35567d51e4de3b026a85eec3533b7d5b3d,1258.0,123.0,10.227642276422763,1195.0,0.949920508744038,13.0,120.0,21.0,18.0,72.0,31.0,441,109.15496112964227,0.227393627166748,7.43865966796875e-05,10781.1515083313,366417.8608667353,198225.4094114304,8,24778.176176428795,77.25,25.582857142857133,86.3,74.0,74.1,618.0,1.2999437307679682,1.788255334916449,74.1,0
4875,4bbb74b82b204e6e3c2d435e9755708410eb05e9ffd0b8a5105ef0997fe6aca3adb67a7e49b8715364f797d11080ee0d13fd7e837a1244b8fb9b9dec446d959b,225.0,46.0,4.891304347826087,224.0,0.9955555555555556,11.0,44.0,18.0,15.0,36.0,29.0,113,12.30360570038564,0.0878162384033203,0.0001554489135742,493.358751296997,2550.2550158388617,2079.3093633651733,7,297.04419476645336,5.837142857142857,23.325657142857143,11.0,1.86,2.0,40.86,0.3737509740359022,1.8254415177413592,2.0,0
4876,c1e2b78cd1f86a8d2d3621140e856517443860353590d742c267efb3c7f36e53ad00547d03cf17f4024c92e7902eb092dcbd5f375afbac3dc82bcb4e6176724e,1243.0,100.0,12.43,1223.0,0.9839098954143202,9.0,131.0,21.0,12.0,80.0,31.0,195,55.76622066744975,0.2181005477905273,0.0001068115234375,7291.680011749268,151958.12526813505,25819.76016902924,4,6454.940042257309,51.93,3.1391999999999984,55.5,51.0,51.0,415.44,1.6709999332856116,0.6264183905346328,51.0,0
4877,420d1376ae988204322fabeed5b52fa6485fa11dd546e61d665a207b4b8699a6c81dc9bf8f0fe1d64827198a2fdd07be9b35a25f20d71da6237313db6cf144f7,974.0,120.0,8.116666666666667,942.0,0.9671457905544149,11.0,109.0,22.0,5.0,59.0,31.0,294,52.28661973431556,0.1713027954101562,7.43865966796875e-05,5030.290049552918,82910.58373417157,72260.1084728241,8,9032.513559103012,62.83125,19.18052678571429,71.89,59.82,60.84,502.65,1.6993246952831376,1.5484075200716012,60.84,0
4879,109611f5cbe5e39a0b92673d86f5a5ce31ae3c3c876b2c9300f432946a3e7454ad5b065a6318b8b993977d40c34bd760d9fd0f819191e7d5607226e735bf7e4b,1582.0,182.0,8.692307692307692,1572.0,0.9936788874841972,11.0,183.0,22.0,11.0,98.0,31.0,284,12.00508764424804,0.1483182907104492,0.0001068115234375,716.2957925796509,2833.962962059885,12041.102907180786,7,1720.1575581686836,44.2125,200.22410714285715,49.9,9.2,49.1,353.7,-2.826111997908149,5.002800554974898,49.1,0
4880,81cf65d3021bb19603397a12979418732af2a45af1dce0a26b3029fe64e8514d279714066d90ef4772f5853bb313bb7ca2db7c25ce8b2c80e634c1c2bbc0ba91,1837.0,174.0,10.557471264367816,1830.0,0.9961894393032118,13.0,170.0,24.0,28.0,105.0,31.0,275,18.29521129845645,0.1305060386657714,7.62939453125e-05,3741.586318969727,20516.884878751425,28211.21582221985,8,3526.401977777481,41.46625,126.49211250000003,67.12,29.61,38.31,331.73,1.9857665963991185,3.976369457495116,38.31,0
4881,fa79ec084795dcd8c6d966412971dd2d28c75427d2d135d0c0df5d41cc374f784521af38f9a1b1e408d4a82bb96199a7d0ea0b3d789740287344a97270689522,943.0,216.0,4.3657407407407405,938.0,0.9946977730646872,10.0,133.0,22.0,11.0,62.0,31.0,178,41.15830150884561,0.1285600662231445,0.0001449584960937,5578.523433685303,117859.96395064174,12882.548372268677,2,6441.274186134338,109.0,0.0,109.0,109.0,109.0,872.0,0.0,0.0,109.0,0
3651,5819888b4d3749247f478dde4a5af9b3c99fc7dead069fa21290197d94ca347d2ea67975cbd0fd5b8a4416ba6421b85862a560d99c0bffbea76a8079773571d4,1410.0,278.0,5.071942446043166,1387.0,0.9836879432624114,10.0,148.0,23.0,13.0,88.0,31.0,237,23.10667101192343,0.1440029144287109,7.62939453125e-05,1733.7061653137207,14854.52773143219,16798.549825668335,4,4199.637456417084,89.75,604.5371428571428,123.0,70.6,73.0,718.0,0.7165929209481159,8.692936377147992,73.0,0
5028,5c86539ab3882de2d986667bd16b0e80b96f5c303d914669a358c7f050b25fec6899a1da881dc7d1bd1d88aa4620b560d9ff93ccd73c4f47e7014e3cb7af7269,924.0,67.0,13.791044776119405,922.0,0.997835497835498,10.0,90.0,24.0,16.0,96.0,31.0,186,28.029406291075222,0.1127762794494628,0.0001144409179687,6192.824284553528,75224.76988336352,21470.525218963623,8,2683.815652370453,39.0,0.0,39.0,39.0,39.0,312.0,0.0,0.0,39.0,0
5030,770ba1620cd17de684bd86adbc5b45379f4dee434677aeed9fa5884b016e78b31a2ceb2d534127f062028c4dd418ca2f49304092b32ac813c40493bb0ba3fc48,2326.0,573.0,4.059336823734729,2293.0,0.9858125537403268,8.0,303.0,23.0,13.0,118.0,31.0,459,248.91866128737072,0.3013043403625488,7.62939453125e-05,32326.387426376343,4235724.473813922,422166.0495433808,8,52770.75619292259,118.48375,4.440055357142858,121.74,117.0,117.0,947.87,0.8400081367690438,0.7449878654332949,117.0,0
5490,ff06a2a468be500ca73a60599f7d82dca6d6c0d964250d0a64fbed8a653fef566ec256c9658e96276fc9e20d3d66eccae7141c0994662020c278aff05ac2012e,1764.0,351.0,5.0256410256410255,1437.0,0.814625850340136,11.0,194.0,23.0,8.0,121.0,31.0,544,124.13555432373369,0.2574672698974609,0.00018310546875,14972.222549438477,605288.8121621631,282035.9794235229,8,35254.49742794037,83.2425,356.0161357142857,111.3,60.3,77.545,665.94,0.663088853534016,6.670983208214942,77.545,0
5175,a6e8979b8699fd90105768254cb8d891dc81ce5e7bd5a5cf10cbeefff6972d7d17b0755b296a277843df71251c44df42876cc1d3257f542fd4cf900a65b51190,786.0,234.0,3.358974358974359,779.0,0.9910941475826972,11.0,102.0,23.0,9.0,55.0,31.0,81,2.36803674697876,0.067915916442871,0.0002346038818359,112.65695190429688,161.62660590525886,194.1790132522583,1,194.1790132522583,41.16375,187.7867982142857,49.1,19.0,48.9,329.31,-1.4257263646131249,4.844930317020639,48.9,0
5177,56f7a1830d60229bd2f338085b1276301766e5940fd5f07ae6b1ad488eb9d511e52151d90d6f977ae830176462361370fd9bfbb98df13e270e620d2a0e013d88,841.0,84.0,10.011904761904765,840.0,0.9988109393579072,16.0,102.0,22.0,16.0,67.0,31.0,84,0.9722026864143268,0.0366172790527343,6.771087646484375e-05,49.17571830749512,17.0228935011138,283.8831844329834,8,35.485398054122925,42.81375,60.92279821428571,55.67,33.23,42.255,342.51,0.385545571043167,2.759592320757853,42.255,0
